Purchase_Order,Vendor,geo_lat,geo_long,Materials,Quantity,Price,Delivery_Date
330,Aufderhar-Rosenbaum,58.6050084,16.1608259,Plastic,469,280,11/15/2021
331,"Yost, Nicolas and Altenwerth",43.5414515,-5.8855146,Rubber,650,1423,6/6/2020
332,Cremin LLC,6.658614,-72.733351,Granite,523,970,8/22/2020
333,Vandervort Group,17.3091916,99.8434475,Glass,524,1915,8/15/2020
334,"Smitham, Mayer and McLaughlin",34.477513,107.148314,Plastic,90,618,6/17/2022
335,Stiedemann Inc,0.033333,22.55,Brass,136,1470,8/2/2020
336,"Legros, Marks and Harber",43.7441795,2.511999,Steel,928,3002,6/30/2022
337,Parker LLC,51.6515663,18.4344355,Steel,447,2025,10/22/2021
338,Goyette LLC,49.47512,-123.75903,Steel,714,218,7/11/2020
339,Cormier Group,44.76324,17.19012,Stone,790,440,5/30/2022
340,Hahn and Sons,-9.5606075,124.6026671,Brass,109,2365,8/18/2022
341,"McClure, Frami and Jacobson",49.0648694,13.6889288,Granite,708,2017,7/29/2020
342,"Brakus, Lakin and Beahan",15.3362649,-88.5529063,Vinyl,484,1478,1/13/2022
343,"Gulgowski, Friesen and O'Kon",-25.330584,31.016119,Plexiglass,407,2709,6/7/2021
344,Fay and Sons,12.4069994,4.647618,Granite,694,1519,1/28/2021
345,"Legros, Haag and Fritsch",-43.2098678,171.3169384,Plexiglass,495,2869,10/27/2022
346,Gerlach-Mayer,-6.939897,106.9506175,Brass,626,1662,11/21/2021
347,Lindgren LLC,49.7692372,43.6416286,Vinyl,489,3836,8/15/2022
348,"Cole, Pfannerstill and Rosenbaum",14.8801218,-91.4586872,Stone,175,3280,7/17/2022
349,Lehner-Kuphal,23.6367493,90.5074729,Aluminum,523,2720,1/9/2023
350,Legros and Sons,-6.1664291,106.2125017,Glass,255,1146,11/20/2022
351,"Pollich, White and Tillman",37.6360028,127.2165279,Brass,202,3250,4/22/2022
352,Morissette LLC,34.292103,107.531655,Steel,113,2066,7/20/2020
353,"Morar, Goodwin and Stokes",-28.471976,-49.0147244,Stone,389,2476,7/7/2022
354,Champlin LLC,55.1192905,61.6026474,Rubber,265,169,2/28/2022
355,Stehr and Sons,-7.0405094,111.2636363,Stone,766,1703,8/31/2022
356,"Hauck, Braun and Jast",49.794945,17.865273,Plastic,208,1991,9/19/2022
357,"Auer, O'Keefe and Bradtke",-16.9163431,-56.0249982,Vinyl,252,3862,7/14/2022
358,"Rogahn, Wuckert and Fadel",30.3220554,73.1302301,Stone,889,2792,7/7/2020
359,Anderson LLC,39.026091,-95.7226884,Vinyl,500,700,7/12/2020
360,Rice-Graham,35.86166,104.195397,Brass,66,1865,7/19/2021
361,Quitzon-Satterfield,-6.2265897,106.5153134,Wood,429,3442,12/3/2020
362,"Wehner, Kirlin and Howe",-6.6597862,107.7132895,Vinyl,494,1322,7/30/2022
363,Ryan LLC,31.8024122,12.3005803,Rubber,114,3026,9/22/2022
364,Nader-Fay,46.294568,17.3742925,Glass,517,3142,10/1/2021
365,Turner LLC,-20.2973067,57.496673,Rubber,640,3532,7/25/2022
366,Abbott and Sons,22.280436,114.157935,Brass,843,1899,7/26/2021
367,Kautzer and Sons,60.1386576,17.6375865,Wood,86,3476,7/26/2021
368,Heller-Gorczany,55.6152783,37.9416367,Plastic,94,2155,4/9/2022
369,Beer-Champlin,27.7244646,100.7887231,Wood,831,3059,8/21/2022
370,Mayert-Hirthe,49.9498112,14.034461,Vinyl,269,1060,1/17/2023
371,"Renner, Gibson and Beatty",35.615079,111.547182,Wood,371,1926,8/11/2020
372,VonRueden-Abernathy,33.1911812,68.089484,Granite,858,1491,4/29/2022
373,"MacGyver, McGlynn and Parisian",40.69,-73.81,Glass,952,2823,7/25/2021
374,Harris and Sons,61.5928356,24.5915028,Vinyl,850,2874,5/19/2021
375,Mills Inc,-6.3030571,106.8912492,Stone,212,1725,2/27/2022
376,Murazik and Sons,29.866818,121.570383,Aluminum,109,1810,1/18/2021
377,Murazik Group,27.33186,118.995179,Aluminum,601,2384,8/28/2021
378,Hermann Group,41.2290184,-8.5381298,Steel,674,3333,12/24/2022
379,Roob-Beer,26.09765,118.439554,Wood,913,382,1/15/2021
380,"Roberts, Parker and Borer",41.805137,123.4699481,Steel,415,3659,11/13/2020
381,"Botsford, Rodriguez and Jacobson",21.270702,110.359368,Stone,990,1742,3/23/2021
382,"Gusikowski, Hamill and Rowe",26.770007,113.535405,Steel,213,3036,9/27/2020
383,Mraz-Huels,38.2905469,139.5501904,Brass,403,1367,5/24/2021
384,Robel Inc,42.8045028,-1.6432837,Glass,220,2528,7/7/2020
385,"Daniel, Nitzsche and Kozey",58.695946,11.2533509,Vinyl,113,1083,6/27/2022
386,"McDermott, Mante and Pollich",36.139998,120.677011,Plastic,564,1100,8/6/2021
387,Cremin and Sons,-24.5323166,32.9831998,Stone,552,3539,4/19/2021
388,"Fadel, Murphy and Lehner",42.65,-73.76,Plexiglass,237,2103,7/16/2020
389,Monahan-Barton,-6.4031324,107.4552608,Wood,668,3840,10/8/2020
390,White-Wiegand,40.3727775,-7.8600447,Aluminum,133,3238,1/28/2022
391,Emmerich Inc,-45.4035437,-72.6864154,Plexiglass,322,3557,2/20/2023
392,"Larson, Corkery and Hermiston",-23.3233727,-46.7294577,Brass,970,3684,7/28/2020
393,Swaniawski Group,8.2158527,-13.0961989,Wood,724,301,7/13/2022
394,Graham-Ortiz,35.30385,113.875245,Glass,418,1679,6/8/2020
395,Goldner-Runolfsson,59.3145841,18.0615388,Brass,421,3248,1/21/2022
396,Reichel-Leannon,22.3897318,90.7493663,Plexiglass,294,3948,9/12/2021
397,Bosco-Boyer,-1.2816645,36.8458837,Aluminum,510,2987,10/4/2021
398,"Rowe, Williamson and Breitenberg",40.561598,22.1857013,Rubber,879,1054,8/20/2022
399,Donnelly-Klein,48.9371252,14.6292015,Aluminum,70,3257,6/5/2021
400,Hills LLC,32.629398,110.798266,Plexiglass,916,1185,5/21/2022
401,Littel LLC,37.1764814,-8.201073,Plexiglass,429,996,10/27/2021
402,Hammes Inc,15.3694451,44.1910066,Vinyl,981,3350,7/27/2022
403,O'Kon-Murray,51.2308402,51.9665342,Plexiglass,782,262,6/2/2021
404,Lind and Sons,42.3745311,-88.1263369,Aluminum,264,1166,3/1/2022
405,Zboncak and Sons,46.524673,83.628303,Wood,867,1070,12/30/2020
406,Paucek and Sons,16.4267638,103.1048449,Steel,444,1925,11/20/2021
407,"Wolf, Lubowitz and Block",5.1443561,10.5239867,Vinyl,755,2123,7/6/2022
408,Batz-Beier,40.0134476,21.1891151,Glass,277,2603,3/9/2023
409,Schmitt Inc,-6.9465,113.8331,Rubber,514,2331,9/16/2022
410,Reynolds-Block,64.0662338,27.5846719,Plexiglass,344,445,9/6/2022
411,"Dibbert, Mayer and Rosenbaum",-31.3746109,-64.1916038,Plexiglass,399,3352,10/21/2022
412,Labadie LLC,49.8189015,24.3031209,Wood,944,1861,1/13/2023
413,Auer Group,35.3113485,25.313023,Rubber,492,525,1/27/2023
414,"Kreiger, Kessler and Kerluke",29.859714,113.801133,Plexiglass,915,272,7/15/2021
415,Bernhard and Sons,24.210761,102.61616,Glass,533,1878,3/14/2022
416,"Hintz, Yundt and Ferry",17.6102139,121.7177272,Stone,844,2841,6/18/2020
417,Ratke-Carter,43.8533322,25.9522679,Vinyl,553,3011,12/21/2022
418,Sipes-Hamill,31.7338222,118.8719394,Wood,98,3153,7/11/2021
419,"Carter, Schimmel and Adams",39.1425,126.09611,Brass,518,813,1/17/2023
420,Witting and Sons,55.0121393,88.4665697,Aluminum,833,3128,10/12/2022
421,Bechtelar Group,-7.1520459,108.5196028,Granite,911,2223,2/25/2023
422,"Gorczany, Maggio and McLaughlin",13.0748879,120.7213113,Vinyl,746,1362,7/27/2021
423,Herman Inc,29.4315861,106.912251,Plexiglass,1,1817,3/28/2022
424,"Macejkovic, Koss and Kuvalis",-8.0888877,111.4514369,Plastic,783,3900,10/1/2022
425,"Gleason, Reilly and Stroman",25.5204824,55.7133909,Stone,293,801,6/8/2022
426,Johnston-Denesik,49.9086926,19.9865104,Rubber,266,426,6/30/2022
427,"Wilderman, Lindgren and Ullrich",23.1456682,113.253787,Steel,519,1171,12/23/2021
428,"Bailey, Emard and Feeney",35.5374671,23.7813889,Steel,31,1602,9/11/2020
429,Gorczany Inc,49.039076,2.074954,Vinyl,395,2543,8/11/2020
430,Prosacco-Mitchell,43.591386,81.239566,Granite,562,599,10/14/2022
431,"Lowe, Mante and Murazik",34.519664,113.004052,Wood,891,3921,10/15/2022
432,"Kiehn, Ondricka and Olson",57.6491924,11.8884682,Steel,980,2557,6/19/2020
433,Rutherford-Parker,55.9576019,36.2249059,Steel,425,415,5/6/2021
434,Harris Group,-3.1367979,112.6913764,Brass,138,2120,4/16/2022
435,Anderson-Upton,50.9704636,15.3858774,Stone,599,3046,9/20/2020
436,"Bednar, Smith and Hammes",51.4270935,21.3306176,Plastic,846,271,1/30/2022
437,"Bechtelar, McCullough and Bashirian",59.3586958,17.9687559,Brass,569,2171,7/10/2020
438,"Lang, Langworth and Rice",42.8271637,2.9134412,Vinyl,627,2409,2/18/2023
439,"Stokes, Runte and Kuhic",-7.9199459,113.8138552,Steel,829,2689,11/21/2020
440,Koss and Sons,49.16638,-121.95257,Stone,640,1828,8/27/2020
441,Pouros and Sons,10.0342937,126.0415372,Plastic,571,3007,10/14/2020
442,Sawayn-Keebler,17.2375,99.818333,Aluminum,880,2448,3/13/2022
443,Halvorson-Prosacco,41.737365,140.5800948,Vinyl,42,1638,2/4/2022
444,"Kohler, Abbott and Hermann",11.0574624,-12.3979431,Plexiglass,963,1602,10/7/2021
445,Fadel-Gutmann,40.4339379,21.9055846,Plexiglass,421,2241,12/3/2021
446,"Reilly, Johns and Quigley",8.9475374,125.5406265,Plastic,710,549,11/5/2020
447,"Bednar, Nienow and McCullough",12.3084603,124.6357734,Aluminum,993,2982,3/11/2021
448,Medhurst-Ullrich,36.2308144,38.0181686,Aluminum,906,1425,12/23/2020
449,Shields LLC,-10.2824604,123.3205544,Stone,138,3220,11/23/2021
450,McCullough-Haag,-27.0501654,-55.5746294,Plexiglass,226,1784,12/12/2022
451,Hand-Casper,-27.6849439,-52.2337184,Steel,576,3921,5/21/2021
452,Osinski and Sons,4.727773,-76.121514,Plexiglass,671,3035,3/26/2021
453,Marvin-Spencer,38.47436,106.239679,Steel,928,1942,6/18/2022
454,Frami Group,47.5113895,1.820875,Steel,41,288,11/11/2022
455,Hand Inc,37.3051059,136.7493479,Glass,948,140,2/2/2023
456,Padberg LLC,8.7600869,-79.8576828,Stone,366,3397,2/3/2023
457,"Lehner, Spinka and Robel",31.282641,120.392977,Plexiglass,503,3145,12/11/2022
458,"Altenwerth, Quitzon and Schmidt",14.5618599,121.0130439,Vinyl,491,3150,5/27/2022
459,Hagenes-Towne,41.603085,46.638308,Plexiglass,677,1562,5/29/2022
460,"Kihn, Hamill and Beatty",40.23921,116.12895,Wood,911,2269,7/18/2021
461,"Veum, Kessler and Baumbach",49.333258,6.15176,Brass,602,661,2/3/2023
462,"Becker, Volkman and Stracke",35.89917,14.49444,Stone,342,1594,11/6/2021
463,Welch and Sons,49.8279218,22.3924149,Granite,516,3547,6/21/2020
464,"Cremin, Miller and Parker",41.9121057,22.4068944,Rubber,143,43,9/4/2021
465,Mayer Group,31.5572,65.4343,Vinyl,428,721,7/15/2021
466,Hamill-Murazik,52.5424757,16.3067301,Wood,88,359,1/31/2021
467,"Bergstrom, Quitzon and Weimann",5.742809,125.243313,Wood,730,1783,7/10/2022
468,"Blanda, Schmitt and Keebler",59.8863041,29.9085976,Rubber,706,1700,1/17/2022
469,Zboncak-Treutel,36.0174073,139.659239,Granite,6,727,5/17/2022
470,"Hirthe, Rosenbaum and Kunze",46.176012,129.425798,Aluminum,993,2416,10/15/2021
471,Stark LLC,-7.7169637,107.9472579,Steel,358,748,5/22/2022
472,"Okuneva, Reynolds and Langosh",38.35,-81.63,Plexiglass,458,936,7/16/2022
473,"Powlowski, Rosenbaum and Effertz",44.263401,43.7629729,Vinyl,877,3163,2/24/2023
474,"Adams, Reichert and Koelpin",21.0130648,-101.8542461,Steel,95,2771,6/7/2020
475,"Greenholt, Luettgen and Littel",49.565935,34.066522,Vinyl,373,1403,11/13/2020
476,Cormier Group,59.8503114,17.5896168,Plexiglass,572,3952,9/18/2022
477,Konopelski Group,9.0072301,125.2122777,Plexiglass,643,1272,3/27/2021
478,Rogahn-Ritchie,-34.8702993,-71.1664033,Brass,741,1696,12/14/2020
479,Gleason-Gorczany,55.597144,37.0361031,Brass,316,2200,3/17/2023
480,Zieme Group,-17.6091383,-66.0255368,Wood,116,98,4/23/2021
481,Grimes-Smith,39.915412,116.405478,Vinyl,661,1644,3/25/2021
482,Smitham Group,46.6063814,15.7861748,Brass,951,3888,5/27/2022
483,"Wolf, Nikolaus and Turcotte",45.456699,38.9760024,Steel,262,1191,11/4/2021
484,Dicki LLC,38.135005,114.955312,Plexiglass,985,1166,10/17/2020
485,"Steuber, Schmeler and Lemke",33.1991855,130.2705618,Rubber,964,1077,6/22/2022
486,"Langworth, Kreiger and Bednar",-23.6898429,-46.5648481,Brass,695,198,11/22/2021
487,"Rau, Swift and Grady",40.6400629,22.9444191,Glass,905,2996,8/26/2021
488,Prohaska and Sons,6.9463216,1.1688978,Stone,745,3045,8/31/2021
489,Schmidt and Sons,34.6520219,135.6373307,Rubber,293,1692,3/7/2023
490,Kuhic-Braun,56.4808469,43.5438088,Rubber,725,834,6/1/2022
491,Bechtelar Group,12.261245,121.990929,Vinyl,671,822,11/15/2021
492,Toy-Casper,55.0218,82.202,Plastic,445,908,12/3/2022
493,Larson Group,-23.0821226,-52.4622155,Vinyl,776,1941,5/24/2022
494,Stark-Hickle,57.8675746,39.5333394,Stone,598,3680,11/1/2020
495,"Osinski, McLaughlin and Davis",41.2505888,-75.8520879,Granite,850,2429,12/1/2022
496,Larkin-Wiza,30.42594,111.76053,Steel,275,1115,10/7/2020
497,"Johnson, Paucek and Breitenberg",-26.4105245,-57.1154122,Plastic,576,318,3/29/2022
498,Dietrich-Rippin,44.9280296,4.8932938,Granite,318,3669,3/1/2022
499,"Goldner, Steuber and Collier",50.6696898,18.2791747,Steel,709,3281,3/3/2023
500,Rath-Kuhn,10.2493103,-68.8496351,Wood,208,3000,9/12/2021
501,"Abernathy, Daugherty and Ortiz",26.608357,118.481377,Glass,119,257,9/1/2021
502,Waelchi-Robel,35.8250555,128.7415441,Steel,490,1086,3/24/2022
503,Beier-Barrows,20.7595709,-103.427389,Stone,936,3477,4/12/2022
504,"Johns, Hickle and Heaney",33.54832,36.21564,Granite,76,1550,5/9/2022
505,Rodriguez Inc,64.8101062,25.987464,Steel,55,977,3/12/2022
506,Bashirian-Bosco,36.730837,104.785208,Vinyl,374,3451,3/7/2021
507,Schmidt Group,19.214452,110.019489,Stone,723,3956,3/9/2021
508,"Schamberger, Monahan and Nader",-3.3619906,122.5917078,Vinyl,451,1955,9/16/2021
509,Lockman LLC,47.086965,81.6315231,Plexiglass,570,2279,8/19/2021
510,Lang Inc,-16.4,-70.733333,Aluminum,182,633,12/15/2022
511,"Volkman, Farrell and Boehm",36.990268,107.853926,Steel,451,31,5/31/2021
512,"Johns, Swift and Kunde",14.6411839,121.0469082,Stone,370,486,6/28/2021
513,Schuster-Stehr,47.6515359,28.0469428,Aluminum,358,1649,7/21/2022
514,Haag and Sons,-7.5429807,110.8135688,Plexiglass,516,3607,12/30/2020
515,Rippin LLC,-8.601207,115.1159883,Steel,420,1604,3/5/2023
516,"Walsh, Hudson and Rowe",54.2490828,18.8664712,Aluminum,877,1865,12/16/2020
517,"White, Toy and Cole",45.0804254,14.0845863,Wood,360,2224,8/25/2021
518,Hickle-Barrows,51.7555981,18.3095531,Stone,370,2328,9/18/2021
519,"Greenholt, Fay and Paucek",59.8581364,17.6545551,Plastic,452,1165,6/10/2021
520,Senger Group,34.0051492,-81.0488996,Vinyl,949,2035,3/31/2022
521,"Herman, Nicolas and Hintz",53.4835228,17.2120661,Plastic,228,1322,8/12/2020
522,Mitchell-Kilback,-24.7289094,-53.7365827,Vinyl,226,3537,1/20/2021
523,"Gutmann, Goodwin and Parisian",18.3092599,-77.5246795,Plexiglass,852,2254,7/6/2022
524,"Rogahn, Casper and Schmidt",6.9936468,35.5821994,Plexiglass,417,2284,1/7/2023
525,"Runte, Nicolas and Abshire",30.532847,105.592898,Rubber,939,3299,7/28/2021
526,Macejkovic-Halvorson,-7.038375,112.9136695,Plastic,625,1608,1/5/2023
527,Koelpin-Halvorson,29.1416432,119.7889248,Wood,828,866,5/13/2021
528,"Larson, Mertz and Weber",-2.0669719,101.39186,Plexiglass,512,2614,12/2/2022
529,Johnson-Crist,-6.2401676,-38.9459326,Granite,37,2436,6/6/2020
530,Schinner and Sons,14.5550437,121.1248905,Wood,929,3533,3/23/2021
531,Beier Inc,8.41667,-71.13333,Glass,306,201,1/6/2022
532,Dare LLC,34.2105603,-3.9980485,Steel,883,970,3/7/2021
533,Rau LLC,-7.340531,112.7077638,Glass,658,2761,1/17/2022
534,"Durgan, Bode and Fahey",43.46802,132.46674,Stone,174,1970,3/6/2023
535,Quigley LLC,45.8892671,0.3046171,Plexiglass,812,1609,11/21/2022
536,Murray LLC,51.1448845,20.1864915,Plastic,767,2751,10/9/2021
537,Sauer and Sons,30.679359,104.011664,Aluminum,871,1788,3/12/2023
538,"Harris, Rippin and Gaylord",59.7434607,10.1922785,Brass,730,2795,5/25/2021
539,Veum Inc,3.0721692,101.4687196,Wood,466,2645,6/14/2020
540,"Stiedemann, Watsica and Swaniawski",55.658365,37.615691,Granite,76,2869,10/11/2022
541,Stracke-Dare,35.9617036,14.3589429,Granite,442,3206,2/2/2021
542,Lueilwitz Group,50.3539899,19.4629659,Brass,916,3542,3/4/2022
543,Rutherford-Tromp,51.3098574,18.3275179,Brass,912,3767,11/27/2020
544,Fritsch-Gusikowski,-7.806698,-77.7174408,Granite,147,75,2/21/2023
545,"Stokes, Romaguera and Kuhn",40.546361,117.659499,Brass,838,3232,2/1/2023
546,Heller-Homenick,9.9578348,124.1789637,Rubber,985,2423,2/20/2023
547,"Batz, Sawayn and Gislason",30.9329039,121.4518015,Wood,733,3812,5/6/2021
548,Hegmann-Bins,37.4760836,140.9466447,Plexiglass,466,1320,1/16/2021
549,Welch Inc,57.4249887,60.0526098,Granite,722,1260,6/7/2021
550,Balistreri-Hermiston,10.3043903,104.6354631,Wood,552,2628,8/22/2022
551,Cole and Sons,62.1032048,25.6487971,Steel,41,679,7/7/2021
552,"Shanahan, Raynor and Sporer",-7.5201771,109.2638245,Stone,534,251,11/11/2022
553,"Zieme, Stiedemann and Feeney",-32.8409806,-70.956166,Glass,461,1462,11/6/2020
554,Kub LLC,59.4556319,15.7572629,Vinyl,946,3062,11/12/2020
555,"Tillman, Dietrich and Kris",14.565668,121.0317737,Steel,860,2013,2/14/2023
556,"Mertz, Stoltenberg and Erdman",43.0717734,46.8488828,Rubber,54,2551,10/29/2022
557,"Beahan, Howell and Beier",47.3860507,0.7236073,Wood,94,1231,8/19/2021
558,"Mohr, Thompson and Hayes",45.597839,126.637515,Stone,148,3075,10/23/2021
559,"Fritsch, Torp and Frami",52.3517146,6.624795,Wood,420,2500,1/3/2023
560,Berge-O'Hara,39.0427392,65.5826679,Vinyl,476,501,11/5/2022
561,"Baumbach, Mills and Casper",0.186066,30.4512086,Plexiglass,369,1632,4/7/2021
562,"Marquardt, Koepp and Conn",-7.5651443,112.239892,Glass,897,2820,9/29/2022
563,Mayert-Sporer,-6.752982,107.6896073,Wood,97,2837,3/16/2022
564,"Feil, Will and Heller",41.0174461,-7.7750036,Vinyl,17,2419,10/19/2021
565,"Reynolds, Hackett and Kulas",1.0673379,99.734444,Vinyl,962,753,1/27/2021
566,Kassulke-Von,46.6199321,32.7072675,Granite,331,1620,2/26/2023
567,Frami-Ritchie,12.2153659,-85.1660825,Stone,703,2961,3/14/2023
568,"Abbott, Becker and Donnelly",-7.3055182,110.4947314,Plexiglass,185,2123,4/5/2022
569,"Crona, Kihn and Von",34.2623634,108.8944226,Steel,734,1263,9/17/2022
570,"Rau, Mayert and Schultz",10.7991944,106.6802639,Steel,269,3502,10/17/2022
571,Gerhold-Schmidt,56.0388248,37.2339179,Plexiglass,827,3758,3/1/2021
572,Hansen and Sons,-8.7223957,115.1767095,Granite,274,3971,8/30/2021
573,Kuhlman and Sons,18.7634836,-70.3352881,Plexiglass,942,2293,7/3/2021
574,Douglas-Schamberger,42.3383958,130.3874889,Stone,801,403,3/9/2022
575,Kassulke-Macejkovic,51.9817834,17.0627666,Steel,540,2668,6/4/2021
576,Rempel-Weissnat,47.3591366,2.8002946,Aluminum,272,1408,4/3/2022
577,Brown-Grimes,23.9211737,-106.8915948,Aluminum,58,1818,12/7/2022
578,"Roberts, Jacobs and Lebsack",-9.5759852,123.997295,Wood,338,1779,3/13/2023
579,Mills LLC,-35.0026606,173.5016887,Aluminum,338,1475,12/23/2021
580,Kessler-Stark,45.7173944,4.8096702,Plastic,620,2865,10/14/2021
581,Crooks-Walter,-26.2652787,27.9073244,Granite,963,1975,3/19/2023
582,"Graham, O'Conner and Corkery",8.1142739,123.9026495,Glass,565,1260,11/12/2022
583,"Kuvalis, Altenwerth and Goyette",46.6267067,32.4413727,Vinyl,387,3381,12/14/2022
584,Cormier and Sons,26.745704,118.469281,Stone,451,3572,1/23/2022
585,Kohler-Reynolds,49.395599,2.789137,Rubber,449,1980,11/10/2022
586,Stracke-Von,26.263406,117.638678,Steel,401,3881,11/6/2022
587,Davis Inc,-32.1748082,-64.1108167,Aluminum,837,1170,2/10/2022
588,Blick Inc,33.8305244,-4.8353154,Stone,766,3903,3/27/2022
589,"Boehm, Rempel and Larson",49.7759894,13.6924662,Rubber,165,2658,1/3/2022
590,"Roob, Carter and Cruickshank",34.9540542,135.7515062,Vinyl,777,2876,11/28/2021
591,Spinka Group,14.6688068,121.1138058,Aluminum,546,3892,8/29/2022
592,MacGyver Inc,41.5728211,23.7282719,Aluminum,366,3213,11/7/2020
593,Crona-Rohan,7.46932,134.60991,Brass,829,3343,1/15/2021
594,"Hodkiewicz, Greenholt and Grimes",48.3114598,40.2585579,Granite,771,3895,8/7/2022
595,"Gleason, Quitzon and Okuneva",49.8232218,21.3934539,Aluminum,906,215,7/17/2020
596,"Schinner, Kozey and Heaney",28.021131,120.599782,Stone,450,1336,11/7/2022
597,Pollich LLC,-9.2623446,-77.6929792,Steel,636,1548,5/9/2022
598,Nolan-O'Hara,51.2487152,21.5754229,Brass,72,3491,1/31/2022
599,Hahn Group,16.9165711,107.0303221,Plexiglass,563,1961,4/6/2022
600,"Stracke, Kuvalis and Yost",26.6761327,31.4945887,Brass,344,1124,6/21/2022
601,Moore and Sons,49.4227567,15.1059917,Glass,549,3960,9/14/2020
602,Roob and Sons,-6.712398,106.8945456,Aluminum,706,2466,6/15/2020
603,Cole and Sons,10.3570803,124.9696526,Brass,963,1224,1/7/2021
604,Donnelly-Goodwin,48.738967,37.58435,Rubber,644,919,8/12/2022
605,Collins-Satterfield,34.167484,112.297729,Vinyl,681,1703,5/19/2022
606,Runte Group,-12.9361186,45.1501554,Steel,415,3133,9/4/2020
607,Hagenes Inc,31.364042,108.520914,Steel,522,2708,1/24/2021
608,O'Keefe Inc,39.4135711,-8.2103619,Stone,579,3340,6/19/2022
609,Dickens-Kutch,-6.3825,105.8361,Aluminum,836,2143,11/30/2020
610,Hauck-Dickens,14.7559236,121.0832459,Wood,862,3198,6/18/2022
611,"Batz, Glover and Wuckert",38.7470186,-90.2526163,Vinyl,913,3644,3/24/2022
612,"Will, Heller and Nikolaus",30.184907,121.227926,Granite,533,3252,6/29/2022
613,Torp Group,18.5422768,99.0571089,Steel,129,3998,9/25/2020
614,"Murazik, Dooley and Boyle",52.0872281,18.8224372,Glass,671,1558,12/21/2021
615,Cartwright Inc,56.2744592,44.0325148,Wood,834,3018,3/4/2021
616,Renner Inc,52.416925,13.6492904,Steel,696,331,4/23/2021
617,Metz-Homenick,49.9521295,22.4357438,Wood,655,3576,10/27/2022
618,"Lakin, Kessler and Lockman",-13.7134562,-76.1841701,Plexiglass,797,712,11/25/2021
619,"O'Conner, Bailey and Bogisich",43.6410973,51.1985113,Steel,481,672,3/10/2021
620,"Hauck, Bayer and Lakin",61.0390194,30.1341099,Plastic,66,3479,12/10/2022
621,"Huels, West and Balistreri",37.9346907,21.1449975,Vinyl,268,3352,8/24/2020
622,Konopelski and Sons,31.235029,121.512981,Wood,847,1426,11/30/2021
623,Marquardt-Brakus,35.90414,14.45415,Steel,815,1457,2/24/2021
624,Luettgen LLC,39.9048438,117.2490532,Plexiglass,545,2256,1/5/2022
625,Bruen LLC,34.5021072,135.3785556,Aluminum,963,164,6/8/2020
626,Smith-Klocko,59.0883359,17.5704656,Steel,966,3133,12/20/2021
627,Hintz and Sons,-7.2331881,112.5692082,Plastic,743,2943,8/10/2022
628,Kertzmann-Price,11.237963,122.6733826,Wood,473,3704,7/14/2021
629,Waelchi Inc,38.925875,100.449818,Granite,886,1815,10/5/2022
630,Ryan-Connelly,42.9203458,21.7421911,Plexiglass,214,1267,8/25/2020
631,Collins and Sons,37.9904219,23.6583002,Granite,79,1022,12/16/2022
632,Nicolas-Rowe,8.2435239,124.3401302,Stone,295,1017,8/31/2021
633,Gerhold-Aufderhar,40.175103,123.4344271,Vinyl,675,2319,1/18/2023
634,"DuBuque, O'Hara and Hintz",-23.2860188,-47.6790285,Glass,105,784,4/12/2021
635,Wyman Group,-3.4892191,114.8804853,Aluminum,587,1682,1/22/2023
636,"Mayer, Pollich and Gleichner",40.7512099,23.0695911,Steel,538,2040,10/18/2022
637,Nader and Sons,59.3730045,17.0201379,Wood,856,242,6/17/2020
638,Corwin LLC,-7.0567806,113.6353431,Steel,175,1173,10/11/2022
639,Hilpert-Schuster,41.8724387,113.0741002,Plastic,919,2343,11/8/2022
640,O'Keefe-Hauck,9.231487,29.8005027,Plexiglass,941,93,10/14/2021
641,Prosacco Group,15.259569,-61.3749796,Brass,757,3732,12/2/2020
642,"Zemlak, Schumm and Metz",51.35249,21.12877,Vinyl,231,624,9/8/2022
643,Raynor-Ondricka,38.2270256,-7.6809329,Stone,29,458,4/3/2021
644,Douglas and Sons,-7.5450262,111.6556388,Steel,592,2845,8/27/2021
645,"Pagac, Wolff and Bayer",-30.9970748,26.3308478,Wood,956,85,6/8/2021
646,Cremin and Sons,28.572029,109.482078,Brass,611,3375,3/12/2022
647,Heathcote-McGlynn,23.7247599,108.8076195,Steel,554,521,1/26/2021
648,Trantow Group,-37.4629159,-72.3612251,Aluminum,138,2226,3/20/2021
649,Dietrich-Bahringer,51.1656869,71.4439333,Plastic,292,665,6/13/2020
650,Jast-Feil,-21.0277616,-47.7772049,Glass,519,766,11/2/2021
651,Sauer Inc,22.354385,110.947043,Steel,564,911,2/7/2021
652,"Wyman, O'Hara and Zemlak",-7.177049,108.4127686,Brass,16,687,10/25/2021
653,McDermott-Gislason,30.645019,114.282194,Brass,199,3755,9/7/2020
654,Ullrich-Koch,2.7239834,101.9476452,Aluminum,954,1067,9/25/2021
655,"Hintz, Weissnat and Bahringer",66.322631,23.67353,Rubber,288,3813,1/14/2022
656,Weber-Quitzon,24.042666,114.345641,Aluminum,433,157,8/23/2021
657,Wunsch LLC,29.273357,47.9400154,Wood,702,3739,4/14/2021
658,"Schumm, Mohr and Corkery",54.5728766,20.1764433,Stone,431,1635,7/3/2021
659,Schoen Inc,43.9923818,43.7706401,Brass,815,3987,4/22/2022
660,Kiehn-Schuster,41.8561861,20.084422,Brass,720,316,6/29/2021
